"Apollo Beach","FL","Tampa","Hillsborough"
"Apopka","FL","Orlando","Orange"
"Apple River","IL",,"Jo Daviess"
"Apple Valley","CA","Riverside","San Bernardino"
"Apple Valley","MN","Minneapolis-St Paul","Dakota"
"Appleton","WI","Appleton","Outagamie"
"Appling","GA","Augusta","Columbia"
"Appomattox","VA","Lynchburg","Appomattox"
"Aptos","CA","Santa Cruz","Santa Cruz"
"Arab","AL","Albertville","Marshall"
"Aransas Pass","TX","Corpus Christi","San Patricio"
"Arcade","NY",,"Wyoming"
"Arcadia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles"
"Arcadia","FL","Arcadia","De Soto"
"Archdale","NC","Greensboro","Randolph"
"Archer","FL","Gainesville","Alachua"
"Arcola","TX","Houston","Fort Bend"
"Arden","DE","Philadelphia","New Castle"
"Arden","NC","Asheville","Buncombe"
"Arden-Arcade","CA","Sacramento","Sacramento"
"Ardmore","OK","Ardmore","Carter"
"Ardmore","PA","Philadelphia","Delaware"
"Argo","AL","Birmingham","Saint Clair"
"Arkadelphia","AR","Arkadelphia","Clark"
"Arkdale","WI",,"Adams"
"Arlington Heights","IL","Chicago","Cook"
"Arlington","MA","Boston","Middlesex"
"Arlington","TX","Dallas-Fort Worth","Tarrant"
"Arlington","VA","Washington","Arlington"
"Arlington","WA","Seattle","Snohomish"
"Arnold","CA",,"Calaveras"
"Arnold","MD","Baltimore","Anne Arundel"
"Arnold","MO","St. Louis","Jefferson"
"Arnolds Park","IA","Spirit Lake","Dickinson"
"Arrington","TN","Nashville","Williamson"
"Arroyo Grande","CA","San Luis Obispo","San Luis Obispo"
"Artesia","CA","Los Angeles-Long Beach-Anaheim","Los Angeles"
"Artesia","NM","Carlsbad","Eddy"
"Arvada","CO","Denver","Jefferson"
"Asbury Park","NJ","New York","Monmouth"
"Ashburn","VA","Washington","Loudoun"
"Ashburnham","MA","Worcester","Worcester"
"Ashdown","AR","Texarkana","Little River"
"Asheboro","NC","Greensboro","Randolph"
"Asheville","NC","Asheville","Buncombe"
"Ashford","AL","Dothan","Houston"
"Ashford","CT","Worcester","Windham"
"Ashland City","TN","Nashville","Cheatham"
"Ashland","KY","Huntington","Boyd"
"Ashland","MA","Boston","Middlesex"
"Ashland","MO","Columbia","Boone"
"Ashland","OH","Ashland","Ashland"
"Ashland","OR","Medford","Jackson"
"Ashland","PA","Pottsville","Schuylkill"
"Ashland","VA","Richmond","Hanover"
"Ashland","WI",,"Ashland"
"Ashtabula","OH","Ashtabula","Ashtabula"
"Ashville","AL","Birmingham","Saint Clair"
"Ashville","OH","Columbus","Pickaway"
"Aspen","CO","Glenwood Springs","Pitkin"
"Aston","PA","Philadelphia","Delaware"
"Astoria","OR","Astoria","Clatsop"
"Atascadero","CA","San Luis Obispo","San Luis Obispo"
"Atascocita","TX","Houston","Harris"
"Atchison","KS","Atchison","Atchison"
"Athens Township","PA","Sayre","Bradford"
"Athens","AL","Huntsville","Limestone"
"Athens","GA","Athens","Clarke"
"Athens","OH","Athens","Athens"
"Athens","TN","Athens","McMinn"
"Athens","TX","Athens","Henderson"
"Athol","ID","Coeur d'Alene","Kootenai"
"Atkins","AR","Russellville","Pope"
"Atlanta","GA","Atlanta","Fulton"
"Atlanta","MI",,"Montmorency"
"Atlanta","TX",,"Cass"
"Atlantic Beach","FL","Jacksonville","Duval"
"Atlantic Beach","NC","Morehead City","Carteret"
"Atlantic Beach","NY","New York","Nassau"
"Atlantic City","NJ","Atlantic City","Atlantic"
"Atlantic Highlands","NJ","New York","Monmouth"
"Atlantic","IA",,"Cass"
"Atmore","AL",,"Escambia"
"Atoka","OK",,"Atoka"
"Atoka","TN","Memphis","Tipton"
"Attalla","AL","Gadsden","Etowah"
"Attleboro","MA","Providence","Bristol"
"Atwater","CA","Merced","Merced"
"Au Gres","MI",,"Arenac"
"Au Sable Township","MI",,"Iosco"
"Auberry","CA","Fresno","Fresno"
"Aubrey","TX","Dallas-Fort Worth","Denton"
"Auburn Hills","MI","Detroit","Oakland"
"Auburn","AL","Auburn","Lee"
"Auburn","CA","Sacramento","Placer"
"Auburn","GA","Atlanta","Barrow"
"Auburn","IL","Springfield","Sangamon"
"Auburn","IN","Auburn","De Kalb"
"Auburn","MA","Worcester","Worcester"
"Auburn","ME","Lewiston","Androscoggin"
"Auburn","MI","Bay City","Bay"
"Auburn","NE",,"Nemaha"
"Auburn","NH","Boston","Rockingham"
"Auburn","NY","Auburn","Cayuga"
"Auburn","WA","Seattle","King"
"Auburndale","FL","Lakeland","Polk"
"Audubon","NJ","Philadelphia","Camden"
"Augusta","GA","Augusta","Richmond"
"Augusta","KS","Wichita","Butler"
"Augusta","ME","Augusta","Kennebec"
"Augusta","MO","St. Louis","Saint Charles"
"Augusta","WV","Winchester","Hampshire"
"Aurora","CO","Denver","Arapahoe"
"Aurora","IL","Chicago","Kane"
"Aurora","IN","Cincinnati","Dearborn"
"Aurora","MO",,"Lawrence"
"Aurora","OH","Akron","Portage"
"Austell","GA","Atlanta","Cobb"
"Austin","AR","Little Rock","Lonoke"
"Austin","MN","Austin","Mower"
"Austin","TX","Austin","Travis"
"Austintown","OH","Youngstown","Mahoning"
"Ava","MO","Branson","Taney"
"Avalon","NJ","Ocean City","Cape May"
"Aventura","FL","Miami-Fort Lauderdale","Miami-Dade"
"Averill Park","NY","Albany","Rensselaer"
"Avon Lake","OH","Cleveland","Lorain"
"Avon Park","FL","Sebring","Highlands"
"Avon","CO","Edwards","Eagle"
"Avon","CT","Hartford","Hartford"
"Avon","IN","Indianapolis","Hendricks"
"Avon","NC","Kill Devil Hills","Dare"
"Avon","OH","Cleveland","Lorain"
"Avondale Estates","GA","Atlanta","Dekalb"
"Avondale","AZ","Phoenix","Maricopa"
"Avondale","PA","Philadelphia","Chester"
"Ayden","NC","Greenville","Pitt"
"Aylett","VA","Richmond","King William"
"Azle","TX","Dallas-Fort Worth","Tarrant"
"Aztec","NM","Farmington","San Juan"
"Azusa","CA","Los Angeles-Long Beach-Anaheim","Los Angeles"
"Babbitt","MN","Duluth","Saint Louis"
"Babylon","NY","New York","Suffolk"
"Back Mountain","PA","Scranton","Luzerne"
"Backus","MN","Brainerd","Cass"
"Bacliff","TX","Houston","Galveston"
"Bailey","CO","Denver","Park"
"Baileys Harbor","WI",,"Door"
"Bainbridge Island","WA","Bremerton","Kitsap"
"Bainbridge","GA","Bainbridge","Decatur"
"Baker City","OR",,"Baker"
"Bakersfield","CA","Bakersfield","Kern"
"Bakersville","NC",,"Mitchell"
"Bal Harbour","FL","Miami-Fort Lauderdale","Miami-Dade"
"Balch Springs","TX","Dallas-Fort Worth","Dallas"
"Baldwin Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles"
"Baldwin Township","PA","Pittsburgh","Allegheny"
"Baldwin","MI",,"Lake"
"Baldwin","NY","New York","Nassau"
"Baldwin","WI","Minneapolis-St Paul","Saint Croix"
"Ball Ground","GA","Atlanta","Cherokee"
"Ballston","NY","Albany","Saratoga"
"Ballwin","MO","St. Louis","Saint Louis"
"Balsam Lake","WI",,"Polk"
"Baltimore","MD","Baltimore","Baltimore City"
"Baltimore","OH","Columbus","Fairfield"
"Bandera","TX","San Antonio","Bandera"
"Bandon","OR","Coos Bay","Coos"
"Baneberry","TN","Morristown","Jefferson"
"Bangor Township","MI","Bay City","Bay"
"Bangor","ME","Bangor","Penobscot"
"Banning","CA","Riverside","Riverside"
"Bar Harbor","ME",,"Hancock"
"Baraboo","WI","Baraboo","Sauk"
"Barberton","OH","Akron","Summit"
"Barberton","WA","Portland","Clark"
"Barbourmeade","KY","Louisville/Jefferson County","Jefferson"
"Barboursville","VA","Charlottesville","Greene"
"Barboursville","WV","Huntington","Cabell"
"Barbourville","KY","London","Knox"
"Bardstown","KY","Bardstown","Nelson"
"Bargersville","IN","Indianapolis","Johnson"
"Barnegat Light","NJ","New York","Ocean"
"Barnegat Township","NJ","New York","Ocean"
"Barnesville","GA","Atlanta","Lamar"
"Barnesville","OH","Wheeling","Belmont"
"Barnhart","MO","St. Louis","Jefferson"
"Barnstable","MA","Cape Cod","Barnstable"
"Barnstead","NH","Laconia","Belknap"
"Barnwell","SC",,"Barnwell"
"Barre","VT","Barre","Washington"
"Barrett Township","PA","East Stroudsburg","Monroe"
"Barrington","IL","Chicago","Cook"
"Barrington","NH","Boston","Strafford"
"Barrington","NJ","Philadelphia","Camden"
"Barrington","RI","Providence","Bristol"
"Barryton","MI","Big Rapids","Mecosta"
"Barstow","CA","Riverside","San Bernardino"
"Bartlesville","OK","Bartlesville","Washington"
"Bartlett","IL","Chicago","Du Page"
"Bartlett","TN","Memphis","Shelby"
"Bartonville","IL","Peoria","Peoria"
"Bartow","FL","Lakeland","Polk"
"Basalt","CO","Edwards","Eagle"
"Basehor","KS","Kansas City","Leavenworth"
"Bass Lake","CA","Madera","Madera"
"Bassett","VA","Martinsville","Henry"
"Bastrop","LA","Bastrop","Morehouse"
"Bastrop","TX","Austin","Bastrop"
"Basye","VA",,"Shenandoah"
"Batavia","IL","Chicago","Kane"
"Batavia","OH","Cincinnati","Clermont"
"Batesburg-Leesville","SC","Columbia","Lexington"
"Batesville","IN",,"Ripley"
"Batesville","MS",,"Panola"
"Bath","ME","Portland","Sagadahoc"
"Bath","NC","Washington","Beaufort"
"Baton Rouge","LA","Baton Rouge","East Baton Rouge"
"Battle Creek","MI","Battle Creek","Calhoun"
"Battle Ground","WA","Portland","Clark"
"Battle Lake","MN","Fergus Falls","Otter Tail"
"Battle Mountain","NV",,"Lander"
"Battlefield","MO","Springfield","Greene"
"Baxter Springs","KS",,"Cherokee"
"Baxter","MN","Brainerd","Crow Wing"
"Baxter","TN","Cookeville","Putnam"
"Bay City","MI","Bay City","Bay"
"Bay City","TX","Bay City","Matagorda"
"Bay Minette","AL","Daphne","Baldwin"
"Bay Saint Louis","MS","Gulfport","Hancock"
"Bay Village","OH","Cleveland","Cuyahoga"
"Bayfield","CO","Durango","La Plata"
"Bayfield","WI",,"Bayfield"
"Bayonne","NJ","New York","Hudson"
"Baytown","TX","Houston","Harris"
"Bayville","NY","New York","Nassau"
"Beachwood","NJ","New York","Ocean"
"Beacon Falls","CT","New Haven","New Haven"
"Beacon","NY","New York","Dutchess"
"Bealeton","VA","Washington","Fauquier"
"Bear","DE","Philadelphia","New Castle"
"Beatrice","NE","Beatrice","Gage"
"Beaufort","NC","Morehead City","Carteret"
"Beaufort","SC","Hilton Head Island","Beaufort"
"Beaumont","CA","Riverside","Riverside"
"Beaumont","TX","Beaumont","Jefferson"
"Beaver Dam","WI","Beaver Dam","Dodge"
"Beaver","UT",,"Beaver"
"Beaver","WV","Beckley","Raleigh"
"Beavercreek","OH","Dayton","Greene"
"Beaverton","MI",,"Gladwin"
"Beaverton","OR","Portland","Washington"
"Becker","MN","Minneapolis-St Paul","Sherburne"
"Becket","MA","Pittsfield","Berkshire"
"Beckley","WV","Beckley","Raleigh"
"Bedford Township","PA",,"Bedford"
"Bedford","IN","Bedford","Lawrence"
"Bedford","MA","Boston","Middlesex"
"Bedford","NH","Manchester","Hillsborough"
"Bedford","OH","Cleveland","Cuyahoga"
"Bedford","TX","Dallas-Fort Worth","Tarrant"
"Bedford","VA","Lynchburg","Bedford"
"Bedminster","NJ","New York","Somerset"
"Bee Cave","TX","Austin","Travis"
"Beebe","AR","Searcy","White"
"Beech Grove","IN","Indianapolis","Marion"
"Beech Mountain","NC","Boone","Watauga"
"Beekman","NY","New York","Dutchess"
"Beeville","TX","Beeville","Bee"
"Bel Air","MD","Baltimore","Harford"
"Belcamp","MD","Baltimore","Harford"
"Belen","NM","Albuquerque","Valencia"
"Belfair","WA","Shelton","Mason"
"Belfast","ME",,"Waldo"
"Belgrade","MT","Bozeman","Gallatin"
"Belhaven","NC","Washington","Beaufort"
"Bell Buckle","TN","Shelbyville","Bedford"
"Bell","CA","Los Angeles-Long Beach-Anaheim","Los Angeles"
"Bella Vista","AR","Fayetteville","Benton"
"Bellaire","MI",,"Antrim"
"Bellaire","TX","Houston","Harris"
"Bellbrook","OH","Dayton","Greene"
"Belle Chasse","LA","New Orleans","Plaquemines"
"Belle Fourche","SD",,"Butte"
"Belle Haven","VA","Washington","Fairfax"
"Belle Plaine","MN","Minneapolis-St Paul","Scott"
"Belleair Beach","FL","Tampa","Pinellas"
"Bellefontaine Neighbors","MO","St. Louis","Saint Louis"
"Bellefontaine","OH","Bellefontaine","Logan"
"Belleview","FL","Ocala","Marion"
"Belleville","IL","St. Louis","Saint Clair"
"Belleville","NJ","New York","Essex"
"Bellevue","ID","Hailey","Blaine"
"Bellevue","KY","Cincinnati","Campbell"
"Bellevue","NE","Omaha","Sarpy"
"Bellevue","OH","Norwalk","Huron"
"Bellevue","PA","Pittsburgh","Allegheny"
"Bellevue","WA","Seattle","King"
"Bellflower","CA","Los Angeles-Long Beach-Anaheim","Los Angeles"
"Bellingham","WA","Bellingham","Whatcom"
"Bellmawr","NJ","Philadelphia","Camden"
"Bellmead","TX","Waco","McLennan"
"Bellmore","NY","New York","Nassau"
"Bellport","NY","New York","Suffolk"
"Bellville","TX","Houston","Austin"
"Bellwood","IL","Chicago","Cook"
"Bellwood","VA","Richmond","Chesterfield"
"Belmont","CA","San Francisco","San Mateo"
"Belmont","MI","Grand Rapids","Kent"
"Belmont","NC","Charlotte","Gaston"
"Belmont","NH","Laconia","Belknap"
"Belpre","OH","Marietta","Washington"
"Belton","MO","Kansas City","Cass"
"Belton","SC","Greenville","Anderson"
"Belton","TX","Killeen","Bell"
"Beltsville","MD","Washington","Prince Georges"
"Belvidere","IL","Rockford","Boone"
"Belvidere","NJ","Allentown","Warren"
"Bemidji","MN","Bemidji","Beltrami"
"Benbrook","TX","Dallas-Fort Worth","Tarrant"
"Bend","OR","Bend","Deschutes"
"Benicia","CA","Vallejo","Solano"
"Benner Township","PA","State College","Centre"
"Bennettsville","SC","Bennettsville","Marlboro"
"Bennington","NE","Omaha","Douglas"
"Bensalem","PA","Philadelphia","Bucks"
"Bensenville","IL","Chicago","Du Page"
"Benson","AZ","Sierra Vista","Cochise"
"Benson","NC","Raleigh","Johnston"
"Benton","AR","Little Rock","Saline"
"Benton","IL",,"Franklin"
"Benton","KY",,"Marshall"
"Benton","LA","Shreveport","Bossier"
"Bentonville","AR","Fayetteville","Benton"
"Berea","KY","Richmond","Madison"
"Berea","OH","Cleveland","Cuyahoga"
"Bergenfield","NJ","New York","Bergen"
"Berkeley Heights","NJ","New York","Union"
"Berkeley Springs","WV",,"Morgan"
"Berkeley","IL","Chicago","Cook"
"Berkeley","MO","St. Louis","Saint Louis"
"Berkeley","NJ","New York","Ocean"
"Berkley","MI","Detroit","Oakland"
"Berlin Borough","NJ","Philadelphia","Camden"
"Berlin Township","NJ","Philadelphia","Camden"
"Berlin","CT","Hartford","Hartford"
"Berlin","MD","Salisbury","Worcester"
"Berlin","NH","Berlin","Coos"
"Berlin","WI",,"Green Lake"
"Bern Township","PA","Reading","Berks"
"Bernalillo","NM","Albuquerque","Sandoval"
"Bernards Township","NJ","New York","Somerset"
"Bernardsville","NJ","New York","Somerset"
"Berryville","AR",,"Carroll"
"Berryville","VA","Washington","Clarke"
"Berthoud","CO","Fort Collins","Larimer"
"Berwick","PA","Bloomsburg","Columbia"
"Berwyn","IL","Chicago","Cook"
"Bessemer City","NC","Charlotte","Gaston"
"Bessemer","AL","Birmingham","Jefferson"
"Bethalto","IL","St. Louis","Madison"
"Bethany Beach","DE","Salisbury","Sussex"
"Bethany","CT","New Haven","New Haven"
"Bethany","OK","Oklahoma City","Oklahoma"
"Bethel Park","PA","Pittsburgh","Allegheny"
"Bethel","ME",,"Oxford"
"Bethel","NY",,"Sullivan"
"Bethel","OH","Cincinnati","Clermont"
"Bethesda","MD","Washington","Montgomery"
"Bethlehem Township","NJ","New York","Hunterdon"
"Bethlehem Township","PA","Allentown","Northampton"
"Bethlehem","GA","Atlanta","Barrow"
"Bethlehem","NH","Claremont","Grafton"
"Bethlehem","NY","Albany","Albany"
"Bethlehem","PA","Allentown","Northampton"
"Bethpage","NY","New York","Nassau"
"Bettendorf","IA","Davenport","Scott"
"Beulah","MI","Traverse City","Benzie"
"Beulaville","NC",,"Duplin"
"Beverly Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles"
"Beverly Hills","FL","Homosassa Springs","Citrus"
"Beverly Hills","MI","Detroit","Oakland"
"Beverly","MA","Boston","Essex"
"Bexley","OH","Columbus","Franklin"
"Biddeford","ME","Portland","York"
"Big Bear City","CA","Riverside","San Bernardino"
"Big Bear Lake","CA","Riverside","San Bernardino"
"Big Lake","AK","Anchorage","Matanuska Susitna"
"Big Lake","MN","Minneapolis-St Paul","Sherburne"
"Big Pine Key","FL","Key West","Monroe"
"Big Rapids Township","MI","Big Rapids","Mecosta"
"Big Sandy","TN",,"Benton"
"Big Sandy","TX","Longview","Upshur"
"Big Spring","TX","Big Spring","Howard"
"Big Stone Gap","VA","Big Stone Gap","Wise"
"Big Timber","MT",,"Sweet Grass"
"Bigfork","MN",,"Itasca"
"Bigfork","MT","Kalispell","Flathead"
"Billerica","MA","Boston","Middlesex"
"Billings","MT","Billings","Yellowstone"
"Biloxi","MS","Gulfport","Harrison"
"Binghamton","NY","Binghamton","Broome"
"Birch Run","MI","Saginaw","Saginaw"
"Birchwood","WI",,"Sawyer"
"Birmingham","AL","Birmingham","Jefferson"
"Birmingham","MI","Detroit","Oakland"
"Bisbee","AZ","Sierra Vista","Cochise"
"Bishop","CA",,"Inyo"
"Bishopville","MD","Salisbury","Worcester"
"Bismarck","AR","Malvern","Hot Spring"
"Bismarck","ND","Bismarck","Burleigh"
"Bitely","MI",,"Newaygo"
"Bithlo","FL","Orlando","Orange"
"Bixby","OK","Tulsa","Tulsa"
"Black Forest","CO","Colorado Springs","El Paso"
"Black Mountain","NC","Asheville","Buncombe"
"Black River Falls","WI",,"Jackson"
"Black River","NY","Watertown","Jefferson"
"Blackfoot","ID","Blackfoot","Bingham"
"Blackman Township","MI","Jackson","Jackson"
"Blacksburg","VA","Blacksburg","Montgomery"
"Blackshear","GA","Waycross","Pierce"
"Blaine","MN","Minneapolis-St Paul","Anoka"
"Blaine","WA","Bellingham","Whatcom"
"Blair","NE","Omaha","Washington"
"Blairsden-Graeagle","CA",,"Plumas"
"Blairstown","NJ","Allentown","Warren"
"Blairsville","GA",,"Union"
"Blanchard","OK","Oklahoma City","McClain"
"Blanchester","OH","Wilmington","Clinton"
"Blanco","TX",,"Blanco"
"Bloomer","WI","Eau Claire","Chippewa"
"Bloomfield Hills","MI","Detroit","Oakland"
"Bloomfield","CT","Hartford","Hartford"
"Bloomfield","IN",,"Greene"
"Bloomfield","NJ","New York","Essex"
"Bloomfield","NM","Farmington","San Juan"
"Blooming Grove Township","PA","New York","Pike"
"Bloomingdale","GA","Savannah","Chatham"
"Bloomingdale","IL","Chicago","Du Page"
"Bloomingdale","NJ","New York","Passaic"
"Bloomington","CA","Riverside","San Bernardino"
"Bloomington","IL","Bloomington","McLean"
"Bloomington","IN","Bloomington","Monroe"
"Bloomington","MN","Minneapolis-St Paul","Hennepin"
"Bloomsburg","PA","Bloomsburg","Columbia"
"Blountsville","AL","Birmingham","Blount"
"Blountville","TN","Kingsport","Sullivan"
"Blowing Rock","NC","Boone","Watauga"
"Blue Ash","OH","Cincinnati","Hamilton"
"Blue Eye","MO","Branson","Stone"
"Blue Hill","ME",,"Hancock"
"Blue Island","IL","Chicago","Cook"
"Blue Ridge","GA",,"Fannin"
"Blue Ridge","VA","Roanoke","Botetourt"
"Blue Springs","MO","Kansas City","Jackson"
"Bluefield","VA","Bluefield","Tazewell"
"Bluefield","WV","Bluefield","Mercer"
"Bluff City","TN","Kingsport","Sullivan"
"Bluffton","IN","Fort Wayne","Wells"
"Bluffton","SC","Hilton Head Island","Beaufort"
"Blythe","CA","Riverside","Riverside"
"Blytheville","AR","Blytheville","Mississippi"
"Blythewood","SC","Columbia","Richland"
"Boardman","OH","Youngstown","Mahoning"
"Boaz","AL","Albertville","Marshall"
